"X","Y","Z"
-1.42274019196129,-2.46538754628732,-1.0375137617869
-4.22893430671866,-7.22333274386663,-2.57460441409851
-2.38092601709974,-5.55458844707902,-1.48596752338971
-0.372655755865671,-2.57735504222976,-0.534813773371484
-2.93335737867861,-6.26449542553103,-1.90409807291804
-1.94285209723745,-4.00413285650402,-1.27743279810579
-0.945445886082024,-2.85529512276291,-0.613565585161404
-1.44633274797342,-4.20948818229745,-1.06040411713391
-2.87878812652504,-5.60288916767731,-1.6861797611648
-5.34523016019193,-7.49441073543462,-2.90613678791591
2.83078922496104,-0.237823619131703,0.803759753850281
-3.09677911094155,-5.41660465341899,-1.9668728823814
-2.04168939667521,-4.71053844528729,-1.35311825779715
1.41649854765745,-1.60473912555187,0.106937493008702
-0.515039799236873,-3.81682567733315,-0.433675618831163
2.81643466084431,-1.64769775481387,1.06430873046717
1.96522847238771,-1.51559931443484,0.469277791764638
-4.14936033305777,-7.02728241629685,-2.65150015968741
-0.629021144068226,-4.31949613017219,-0.797363527124436
-2.6475889852987,-4.43337937164143,-1.72097983442858
