"X","Y","Z"
-1.63081536289685,-4.94793352017401,-1.0375137617869
-4.4433852460582,-6.60115768234495,-2.57460441409851
-2.98318725199635,-6.16357104346774,-1.48596752338971
-0.113114869809655,-0.833546895301512,-0.534813773371484
-2.69238997623322,-6.65923509436402,-1.90409807291804
-1.59720147097361,-5.15316388905056,-1.27743279810579
-0.458779508864768,-2.55954749901369,-0.613565585161404
-1.42600755121292,-2.9890389146506,-1.06040411713391
-2.74822721822405,-5.6344891698423,-1.6861797611648
-4.9305765352043,-6.77233607636889,-2.90613678791591
2.61135969960034,0.539720939291279,0.803759753850281
-3.55624156536192,-4.52822279171465,-1.9668728823814
-1.96793820701943,-3.3973344748963,-1.35311825779715
1.2400755986404,-2.42069219119192,0.106937493008702
0.468270808951278,-4.42999721166877,-0.433675618831163
2.92575610426255,-0.868776768970533,1.06430873046717
1.3934229613279,-2.43708620434803,0.469277791764638
-4.07525320023952,-6.76549782682263,-2.65150015968741
-1.374006016848,-5.87477397486282,-0.797363527124436
-2.98776006386439,-6.51110035252617,-1.72097983442858
-1.7585169881153,-3.92365362931988,-1.15904222795828
-0.0249800321133505,-1.70710836000473,-0.265751595072094
-2.01826333886567,-4.39019703686849,-1.36330323440107
-0.998991998921638,-2.81311586034062,-1.01009403040901
0.0818149719643567,-2.72017107273802,-0.417204109475106
-2.02033053998821,-4.04132690152809,-1.29328833675291
-4.33926500800203,-7.04994766157819,-2.39438238586405
-1.39434564125578,-4.63800544612823,-1.08508171235201
-2.54604584669948,-6.25497327184799,-1.68809534731814
-2.87846511240617,-4.98109839105288,-1.77652194786706
2.32861232846627,0.00435223996057232,0.74423239086827
-0.218067266080049,-3.54778550898595,-0.543444487262527
-1.01398305844701,-3.93130432183411,-1.11817627026969
2.20847622011709,-1.76023888667535,0.675411872133488
-3.55454865938534,-4.82806231650565,-2.15896187191516
-1.25414459189338,-3.35835088663009,-1.04060933363344
1.18456133696158,-3.3613362483327,0.088909629528106
2.32975569947568,-0.933072177542021,0.512133287723475
0.304250892185544,-3.22380501017297,-0.114313632731181
-0.320391188033808,-3.42062966407369,-0.68543105480514
2.62744197076688,0.125817157854969,0.882360751384748
-2.65874313534463,-4.24873259419987,-1.41448044634931
-3.39793379474384,-5.73285860522383,-1.91406269079822
0.237738178338712,-1.8770416305539,-0.45151109102993
-3.0113873785914,-5.8760989077757,-1.80838635873344
0.162763544052193,-3.30633936075309,-0.471263175128774
-0.78725272439213,-3.02824685216337,-0.611900638695303
-2.13164878412804,-5.00175561778336,-1.24340044967878
-2.31942537664641,-5.85745698318775,-1.49893452683024
-1.45059962349203,-3.82356836058884,-0.965938547992994
-0.509016751966847,-2.71221024395602,-0.706208939309047
-0.33724122924925,-2.89003273816028,-0.599432721117925
-1.88585067437014,-3.49620977192695,-1.17451719434088
-0.453420745140717,-4.59319538342751,-0.759900452835499
-4.26425394608169,-6.57066557754447,-2.24105250194243
-5.5481086157368,-7.02480790825099,-3.08735542837687
-2.09776007796164,-3.92774439874143,-1.50903389848457
-1.14757038580513,-5.50622759922215,-0.98679014111347
-2.91162825381132,-6.67506197904962,-2.00563178579471
1.09985768206215,-3.11406884589868,0.0456028922160887
-1.77667792335643,-2.91238452968034,-1.12903750025782
-1.01383477391659,-3.48659826383359,-0.973018451892079
-1.6747779341459,-4.00248350880295,-1.06030261032809
-0.172832090600921,-3.36107017777116,-0.455471748605802
0.0382779142469078,-3.55767423183147,-0.21906289319963
-3.46137016261849,-5.75007269719166,-2.19926647157159
-3.26842106419025,-4.72270567316812,-2.30038860014862
-1.06478186115368,-2.21871027819334,-0.810279008929427
-3.75905662189602,-4.23878002937465,-2.04427886086379
-0.381007274591775,-2.77738189281279,-0.401106574474098
0.566054046369117,-1.86770786334077,-0.0741365235287037
0.177668578701792,-0.955668790330892,-0.401320445580875
-0.604885997418451,-3.34921646643284,-0.734486746681416
-2.20045783551825,-5.03617039946215,-1.28064956555604
-1.46459859496545,-3.2717091754438,-0.806452353597771
2.72288335718385,-0.640151095426752,0.699111121177225
-0.718661969002856,-3.20008895787669,-0.866304747836104
-4.02085988487839,-6.038301749056,-2.26016805524363
-1.27706196584491,-3.69719082532065,-0.851677151611547
0.212218747925203,-2.27736189898744,-0.255539632717074
-1.65491370983307,-3.41166147666421,-1.07988531749946
-2.65412636826557,-4.73163128710863,-1.66321844534568
-3.93643441103298,-6.22210254644014,-2.1175816150899
-5.22574363528988,-9.1561320432167,-2.99287609081809
0.469087012251958,-2.09521377479604,-0.230567524498719
0.811031841447257,-0.811818747096177,0.110752301620165
1.91172465349472,-1.7693466182268,0.617222796089154
-0.350061446407844,-2.88847841960963,-0.433692160814989
-4.72102200530387,-7.53361660711299,-2.61415742786125
-2.63745622953639,-6.26364291192304,-1.70016656078962
1.14271842580795,-1.19791103038673,0.243629805604627
2.34668625117527,-0.889375167421124,0.73647273130806
-1.17524948788985,-4.22031293127885,-0.856896240664493
0.0812737019542406,-2.13495394074665,-0.46473975305543
-2.05444907547108,-3.9761306744443,-1.63355871482196
-2.26539264947954,-5.02076719578664,-1.3744231537803
-1.81761587927312,-6.04688696657899,-1.30326146079687
2.69539552184515,0.738051529316805,1.04705033004931
-1.425831745803,-3.61923150367963,-1.07689900661593
3.91849077804328,1.92782284870416,1.61695312814716
