"X","Y","Z"
3.84239958209258,0.0559730518542474,1.37095844714667
-0.107020799208315,-1.68015865837735,-0.564698171396089
0.724652499254754,0.130355180685406,0.363128411337339
2.68996616075845,0.979063528591213,0.63286260496104
0.975149941903089,-1.08202831440876,0.404268323140999
0.340507874045067,-1.73461455695078,-0.106124516091484
3.31191605394345,0.914372298778348,1.51152199743894
0.249506837196319,-1.66901644865824,-0.0946590384130976
4.63094394500483,1.70476370924432,2.01842371387704
0.434152280893661,-1.18676013241688,-0.062714099052421
3.09719303301327,0.356693455965235,1.30486965422349
5.12732714937323,3.44845417254324,2.28664539270111
-2.52043902014801,-3.02940367922574,-1.38886070111234
-0.309686098978694,-1.46023720047885,-0.278788766817371
-0.597192212744722,-0.95217218378819,-0.133321336393658
1.58073393270324,-0.0273668098359058,0.635950398070074
-0.324830971771045,-1.49242340060206,-0.284252921416072
-3.46196534163715,-4.24628941958112,-2.65645542090478
-5.0619919727459,-4.76921549790933,-2.44046692857552
3.20885480073969,0.338368916549176,1.32011334573019
-0.860089721815094,-1.26712394589601,-0.306638594078475
-3.7978347386784,-3.84771908773455,-1.78130843398
0.218516481579261,-1.51877408031757,-0.171917355759621
2.43102983090318,0.287946448415313,1.2146746991726
4.28947561537758,2.05697314353079,1.89519346126497
-0.575067703925307,-1.7327128146228,-0.4304691316062
-0.321374568762607,-1.12807020982938,-0.25726938276893
-4.03866509309911,-3.76192726644513,-1.76316308519478
0.80782073448255,-0.639105680663978,0.460097354831271
-0.690231531361269,-1.33487401190082,-0.639994875960119
1.69471054369421,-0.452706672693869,0.455450123241219
1.6632359976809,0.531232003780827,0.704837337228819
2.57023848597252,-0.0481359320995854,1.03510352196992
-0.156407929124439,-2.14644761129857,-0.608926375407211
2.22983811808404,-0.377243012629634,0.50495512329797
-3.4825742423496,-3.77099572267544,-1.71700867907334
-1.12757779688408,-1.50233500657339,-0.784459008379496
-0.601065987893186,-2.28774374191398,-0.850907594176518
-4.56328009017641,-4.49919854936822,-2.41420764994663
0.546010471315013,-1.41700194359358,0.0361226068922556
0.868943551281963,-1.05561073795441,0.205998600200254
-0.665954106050548,-1.04255149354558,-0.361057298548666
1.79398446895666,0.766485685847055,0.758163235699517
-0.96813209369727,-1.46562539620981,-0.726704827076575
-2.44349651336755,-3.74274009139161,-1.36828104441929
1.92232906346154,0.674207385651273,0.432818025888717
-1.36328277320033,-1.70865334938024,-0.811393176186672
3.17161800714214,1.15279316051275,1.44410126172125
-0.0144611169506395,-1.29536541452089,-0.431446202613345
1.28311156021896,-0.502220789472622,0.655647883402207
1.12350129283229,-1.06519022297351,0.321925265203947
-1.84345029293455,-2.15123318585176,-0.783838940880375
4.2350398142018,0.764343351409076,1.57572751979198
1.64897576074759,0.0593584578558486,0.642899305717316
0.445598630863085,-0.216506080298259,0.0897606465996057
0.433975330589819,-1.10211074054518,0.276550747291463
1.85469661522188,-0.350287153023626,0.679288816055271
0.279524684182334,-0.841968700405946,0.0898328865790817
-5.75292633128109,-5.99843318464245,-2.99309008315293
1.71360352985361,-0.76431754964715,0.284882953530659
-0.322232220603014,-1.11447425827576,-0.367234642740975
0.334569937655881,-0.237381645716527,0.185230564865609
1.7452508959647,0.0646589235618072,0.581823727365507
3.11810444677138,0.173827409405285,1.39973682729268
-0.659577344955261,-2.11793645762478,-0.727292059474465
3.82129622795378,1.48620055523536,1.30254263204414
0.675349983949402,-0.0896303016660858,0.335848119752074
2.80433734618538,0.462350910994291,1.03850609869762
2.38390616592054,-0.968872051845882,0.920728568290646
2.389539116866,0.111800563700852,0.720878162866862
-1.70112694660884,-2.27780255910999,-1.04311893856785
0.737936761008893,-1.11237779005351,-0.0901863866107067
0.87450839333074,0.0139835130872531,0.623518161999544
-0.562317254888001,-2.21450235022413,-0.953523357772344
-0.153268639888424,-2.01251808988589,-0.542828814573857
1.58660500092049,0.526483859398298,0.580996497681682
1.3118539105996,0.387464806688858,0.768178737834591
1.74903952710133,-0.92568375247705,0.463767588540167
-1.02995566291198,-1.63787671792175,-0.885776297409679
-1.70273961050641,-2.04744187946687,-1.09978089864786
3.60114196604107,1.68109749654833,1.51270700980493
0.72378838988916,-1.44443254479475,0.257921437532031
0.861283824634294,-1.15199282806336,0.0884402291595864
0.405534094781579,-0.863587897663871,-0.120896537539089
-2.02828747699234,-2.76963233895186,-1.19432889516053
1.0558754686342,0.0920014988912339,0.611996898040387
0.416094717726976,-0.095912994184574,-0.217139845746521
0.411584898473173,-1.68332522169772,-0.182756706331922
1.94853936074161,-0.656580564607828,0.93334632857116
1.34625214001338,0.369507301977581,0.821773110508249
3.38671204216236,0.7443761432797,1.39211637593427
-0.624891835095793,-1.49124035810108,-0.476173923054674
1.92700297313484,-0.430669520805841,0.650348560726305
2.63521968003772,2.19269342475257,1.39111045639
-2.20116298108598,-2.72803630496056,-1.1107888794479
-0.678697746915734,-2.52985663333179,-0.860792586877842
-1.56158990934968,-2.78073876702396,-1.13173868085377
-2.12518423064514,-2.75753930744038,-1.4592139995024
1.5675793295593,-0.831355927536849,0.0799825532411612
1.87081939359957,-0.833001860131859,0.65320433964919
